sensorspeed,units,gravity,Accuracy
0.615,5.052,8.154,5
0.424,5.056,8.305,5
0.314,5.159,8.382,5
0.292,5.126,8.54,5
0.328,5.078,8.662,5
0.467,5.042,8.87,5
0.587,4.937,9.115,5
0.783,4.762,9.359,5
1.01,4.587,9.617,5
1.228,4.403,9.778,5
1.446,4.271,9.852,5
1.635,4.149,9.974,5
1.836,4.032,9.881,5
2.04,3.979,9.909,5
2.167,3.943,9.941,5
2.262,3.905,9.842,5
2.251,3.902,9.806,5
2.131,3.941,9.799,5
2.006,4.017,9.742,5
1.798,4.125,9.653,5
1.626,4.211,9.555,5
1.504,4.328,9.486,5
1.408,4.357,9.469,5
1.369,4.388,9.443,6
1.271,4.398,9.404,5
1.176,4.408,9.388,5
1.149,4.381,9.443,5
1.168,4.398,9.488,5
1.223,4.417,9.553,5
1.365,4.472,9.596,5
1.566,4.671,9.591,5
1.808,4.891,9.464,5
1.992,5.14,9.237,5
2.057,5.255,8.99,5
2.071,5.202,8.765,5
2.059,5.111,8.657,5
1.954,4.994,8.684,5
1.841,4.886,8.717,5
1.726,4.858,8.844,5
1.604,4.843,9.045,5
1.401,4.795,9.253,5
1.266,4.747,9.579,5
1.147,4.621,9.976,5
1.085,4.441,10.405,5
1.085,4.233,10.783,5
1.123,4.065,11.128,5
1.226,3.953,11.394,5
1.391,3.814,11.664,6
1.489,3.598,11.894,5
1.527,3.316,11.976,5
1.527,3.007,11.911,5
1.542,2.789,11.784,5
1.585,2.626,11.657,5
1.645,2.521,11.47,5
1.738,2.533,11.166,5
1.899,2.662,10.757,5
2.049,2.806,10.367,5
2.164,2.933,9.912,5
2.227,3.052,9.404,5
2.229,3.122,9.009,5
2.203,3.179,8.624,5
2.191,3.277,8.233,5
2.234,3.39,7.826,5
2.315,3.558,7.427,5
2.258,3.68,7.008,5
2.203,3.807,6.675,5
2.131,3.921,6.395,5
2.028,3.974,6.155,5
2.037,3.993,6.057,5
1.999,3.977,6.115,5
1.994,3.905,6.373,5
2.042,3.783,6.73,5
2.081,3.656,7.099,6
2.131,3.526,7.429,5
2.152,3.373,7.731,5
2.171,3.227,8.078,5
2.231,3.105,8.353,5
2.26,3.036,8.607,5
2.181,2.911,8.832,5
2.155,2.849,9.028,5
2.059,2.796,9.177,5
1.946,2.734,9.347,5
1.891,2.676,9.471,5
1.791,2.66,9.553,5
1.724,2.643,9.593,5
1.645,2.619,9.627,5
1.638,2.588,9.615,5
1.626,2.6,9.61,5
1.587,2.638,9.586,5
1.585,2.679,9.534,5
1.563,2.715,9.486,5
1.537,2.751,9.344,5
1.487,2.789,9.225,5
1.489,2.827,9.05,5
1.511,2.892,8.878,5
1.508,2.966,8.7,5
1.477,3.048,8.514,6
1.436,3.131,8.317,5
1.413,3.191,8.15,5
1.422,3.294,8.047,5
1.434,3.368,7.965,5
1.472,3.464,7.92,5
1.484,3.553,7.98,5
1.504,3.622,7.903,5
1.453,3.68,7.85,5
1.441,3.728,7.805,5
1.468,3.766,7.724,5
1.463,3.821,7.707,5
1.422,3.871,7.767,5
1.353,3.921,7.848,5
1.274,3.948,7.961,5
1.221,3.984,8.04,5
1.18,4,8.087,5
1.166,3.977,8.186,5
1.099,4.003,8.322,5
1.07,3.965,8.552,5
1.111,3.929,8.724,5
1.144,3.967,8.796,5
1.132,3.979,8.794,5
1.125,3.955,8.892,5
1.135,3.926,8.964,5
1.154,3.936,8.947,6
1.147,3.977,8.93,5
1.087,4.008,8.923,5
1.015,4.027,8.894,5
0.938,4.07,8.878,5
0.924,4.08,8.901,5
0.941,4.091,8.966,5
0.962,4.147,9.021,5
0.982,4.19,9.076,5
0.958,4.245,9.091,5
0.934,4.3,9.105,5
0.876,4.35,9.124,5
0.888,4.419,9.086,5
0.883,4.441,9.052,5
0.912,4.412,8.995,5
0.917,4.412,8.988,5
0.938,4.384,9.021,5
0.989,4.348,9.064,5
0.986,4.312,9.138,5
1.02,4.328,9.174,5
1.058,4.238,9.196,5
1.082,4.161,9.232,5
1.049,4.058,9.34,5
1.065,3.965,9.51,5
1.089,3.902,9.658,6
1.073,3.888,9.783,5
1.02,3.9,9.893,5
0.934,3.924,9.943,5
0.84,3.979,10.048,5
0.831,4.048,10.158,5
0.855,4.077,10.3,5
0.893,4.159,10.501,5
0.984,4.266,10.702,5
1.056,4.439,10.609,5
1.077,4.862,10.374,5
0.943,5.157,10.194,5
0.651,5.176,9.957,5
0.412,4.941,9.79,5
0.232,4.704,9.704,5
0.136,4.556,9.675,5
0.194,4.446,9.639,5
0.318,4.386,9.598,5
0.39,4.343,9.627,5
0.448,4.293,9.751,5
0.44,4.077,10.02,5
0.457,3.807,10.424,5
0.443,3.491,10.848,5
0.364,3.155,11.248,5
0.335,2.861,11.482,5
0.323,2.638,11.672,6
0.259,2.485,11.918,5
0.156,2.416,12.201,5
0.141,2.325,12.409,5
0.077,2.253,12.481,5
0.05,2.272,12.33,5
0.069,2.348,12.021,5
0.103,2.432,11.549,5
0.223,2.559,11.028,5
0.294,2.732,10.498,5
0.278,2.89,9.941,5
0.323,2.981,9.411,5
0.4,3.043,8.909,5
0.438,3.062,8.466,5
0.381,3.043,8.152,5
0.299,3.072,7.891,5
0.35,3.1,7.692,5
0.397,3.136,7.64,5
0.452,3.189,7.678,5
0.531,3.215,7.786,5
0.627,3.268,7.903,5
0.776,3.335,8.054,5
0.929,3.373,8.102,5
1.049,3.481,8.296,5
1.118,3.562,8.439,6
1.221,3.637,8.492,5
1.274,3.67,8.561,5
1.264,3.608,8.626,5
1.24,3.605,8.672,5
1.147,3.584,8.789,5
1.017,3.567,8.784,5
0.816,3.546,8.875,5
0.63,3.476,8.957,5
0.467,3.445,9.033,5
0.383,3.354,9.177,5
0.27,3.371,9.232,5
0.275,3.313,9.332,5
0.314,3.22,9.39,5
0.455,3.163,9.45,5
0.601,3.088,9.44,5
0.795,3.005,9.383,5
0.991,2.914,9.335,5
1.154,2.849,9.258,5
1.276,2.818,9.227,5
1.432,2.755,9.134,5
1.554,2.684,9.016,5
1.635,2.722,8.906,5
1.707,2.739,8.746,5
1.784,2.748,8.54,6
1.803,2.782,8.305,5
1.786,2.825,8.023,5
1.786,2.914,7.759,5
1.681,2.997,7.534,5
1.578,3.122,7.309,5
1.453,3.251,7.173,5
1.343,3.402,7.01,5
1.281,3.577,6.854,5
1.159,3.684,6.83,5
1.003,3.79,6.696,5
0.941,3.83,6.656,5
0.919,3.907,6.701,5
0.821,3.984,6.723,5
0.773,4,6.78,5
0.771,4.005,6.835,5
0.752,3.974,6.977,5
0.709,4.01,7.156,5
0.618,4.056,7.302,5
0.577,4.065,7.486,5
0.555,4.084,7.656,5
0.543,4.091,7.803,5
0.613,4.063,7.92,5
0.725,4.003,7.949,5
0.833,3.96,7.999,5
0.922,3.866,8.023,6
1.032,3.866,8.011,5
1.101,3.809,8.042,5
1.147,3.821,8.013,5
1.176,3.859,8.02,5
1.156,3.938,8.042,5
1.106,3.981,8.042,5
1.037,4.039,8.085,5
0.991,4.118,8.138,5
0.929,4.218,8.157,5
0.852,4.288,8.183,5
0.809,4.4,8.143,5
0.757,4.455,8.159,5
0.656,4.566,8.277,5
0.534,4.678,8.391,5
0.45,4.798,8.506,5
0.414,4.901,8.581,5
0.402,4.941,8.638,5
0.388,4.996,8.681,5
0.371,5.008,8.722,5
0.414,5.004,8.791,5
0.405,5.04,8.885,5
0.318,5.054,8.942,5
0.22,5.061,8.978,6
0.158,5.116,9.016,5
0.086,5.087,9.086,5
0.036,5.09,9.22,5
0.045,5.087,9.368,5
0.12,5.138,9.522,5
0.237,5.238,9.73,5
0.445,5.471,9.888,5
0.678,5.839,9.905,5
0.783,6.174,9.85,5
0.685,6.364,9.768,5
0.508,6.239,9.85,5
0.359,5.911,9.792,5
0.002,5.664,9.593,5
-0.298,5.456,9.493,5
-0.365,5.186,9.56,5
-0.265,4.925,9.706,5
-0.104,4.69,9.933,5
-0.03,4.506,10.276,5
0.014,4.261,10.597,5
0.072,4.008,10.893,5
0.22,3.78,11.171,5
0.472,3.62,11.396,5
0.78,3.51,11.65,5
0.998,3.361,11.777,5
1.195,3.249,11.877,6
1.36,3.091,11.894,5
1.463,2.902,11.863,5
1.501,2.748,11.698,5
1.511,2.607,11.482,5
1.482,2.516,11.188,5
1.415,2.54,10.788,5
1.441,2.621,10.424,5
1.439,2.782,10.07,5
1.456,2.966,9.73,5
1.453,3.167,9.414,5
1.489,3.402,9.162,5
1.501,3.574,8.947,5
1.441,3.634,8.77,5
1.389,3.706,8.329,5
1.367,3.84,8.011,5
1.408,3.965,7.879,5
1.434,4.06,7.826,5
1.427,4.204,7.752,5
1.511,4.235,7.719,5
1.659,4.269,7.683,5
1.872,4.199,7.575,5
1.913,4.139,7.36,5
2.002,4.182,7.197,5
2.15,4.242,7.123,5
2.291,4.238,7.194,6
2.387,4.187,7.364,5
2.385,4.091,7.633,5
2.315,4.005,7.848,5
2.174,3.914,8.14,5
1.939,3.79,8.499,5
1.7,3.682,8.935,5
1.508,3.601,9.404,5
1.338,3.493,9.907,5
1.183,3.361,10.261,5
1.061,3.249,10.527,5
1.027,3.048,10.829,5
1.08,2.875,11.145,5
1.07,2.736,11.415,5
1.149,2.593,11.669,5
1.238,2.485,11.885,5
1.336,2.406,12.019,5
1.417,2.325,11.949,5
1.518,2.296,11.77,5
1.583,2.258,11.566,5
1.697,2.277,11.152,5
1.791,2.305,10.568,5
1.812,2.356,9.931,5
1.805,2.423,9.34,5
1.779,2.492,8.741,6
1.774,2.65,8.245,5
1.791,2.758,7.86,5
1.781,2.925,7.472,5
1.8,3.072,7.075,5
1.827,3.198,6.763,5
1.863,3.433,6.457,5
1.846,3.589,6.218,5
1.695,3.72,6.031,5
1.59,3.869,5.93,5
1.58,3.95,5.918,5
1.456,4.051,5.894,5
1.367,4.096,5.909,5
1.317,4.118,6.004,5
1.276,4.137,6.141,5
1.293,4.139,6.368,5
1.322,4.168,6.651,5
1.439,4.154,6.936,5
1.549,4.144,7.24,5
1.566,4.036,7.551,5
1.537,3.941,7.836,5
1.568,3.847,8.097,5
1.618,3.747,8.36,5
1.681,3.613,8.614,5
1.707,3.493,8.858,5
1.743,3.423,9.038,6
1.729,3.335,9.189,5
1.714,3.251,9.308,5
1.764,3.22,9.423,5
1.793,3.213,9.512,5
1.791,3.206,9.574,5
1.812,3.225,9.507,5
1.832,3.263,9.395,5
1.877,3.361,9.299,5
1.841,3.45,9.11,5
1.796,3.541,9.043,5
1.738,3.646,8.899,5
1.616,3.771,8.734,5
1.537,3.924,8.523,5
1.52,4.087,8.317,5
1.465,4.238,8.162,5
1.441,4.348,8.061,5
1.355,4.405,7.901,5
1.293,4.487,7.853,5
1.307,4.518,7.867,5
1.302,4.573,7.896,5
1.31,4.594,7.984,5
1.357,4.597,8.138,5
1.425,4.58,8.245,5
1.463,4.539,8.382,5
1.451,4.518,8.485,6
1.396,4.489,8.597,5
1.322,4.458,8.775,5
1.386,4.489,8.961,5
1.525,4.537,9.105,5
1.681,4.659,9.244,5
1.822,4.803,9.445,5
1.918,4.956,9.572,5
1.961,5.152,9.589,5
1.958,5.245,9.507,5
1.901,5.265,9.352,5
1.829,5.202,9.095,5
1.793,5.123,8.777,5
1.688,5.016,8.413,5
1.573,4.968,8.054,5
1.408,4.965,7.721,5
1.195,4.944,7.422,5
0.977,4.913,7.24,5
0.666,4.838,7.35,5
0.357,4.74,7.558,5
0.06,4.659,7.877,5
-0.191,4.599,8.344,5
-0.408,4.534,8.937,5
-0.528,4.439,9.476,5
-0.555,4.345,10.161,6
-0.574,4.173,10.767,5
-0.59,3.948,11.114,5
-0.526,3.751,11.394,5
-0.437,3.471,11.602,5
-0.313,3.222,11.7,5
-0.231,3.05,11.741,5
-0.138,2.875,11.952,5
-0.045,2.739,12.098,5
0.026,2.609,12.079,5
0.072,2.552,11.877,5
0.146,2.605,11.636,5
0.199,2.676,11.243,5
0.235,2.799,10.707,5
0.27,2.978,10.111,5
0.304,3.189,9.581,5
0.278,3.4,9.155,5
0.227,3.534,8.746,5
0.163,3.553,8.49,5
0.115,3.62,8.329,5
0.105,3.708,8.214,5
0.098,3.759,8.111,5
0.065,3.838,8.083,5
0.017,3.929,8.075,5
-0.021,3.989,8.116,6
0.074,4.075,8.152,5
0.249,4.13,8.212,5
0.299,4.161,8.212,5
0.29,4.182,8.147,5
0.249,4.17,8.14,5
0.232,4.108,8.188,5
0.184,4.039,8.248,5
0.158,4.003,8.358,5
0.101,3.933,8.528,5
0.01,3.795,8.676,5
-0.085,3.637,8.813,5
-0.186,3.426,8.995,5
-0.255,3.251,9.253,5
-0.298,3.084,9.536,5
-0.373,2.954,9.692,5
-0.337,2.933,9.83,5
-0.238,2.83,9.996,5
-0.131,2.686,10.029,5
-0.042,2.609,10.012,5
0.031,2.552,9.981,5
0.079,2.521,9.883,5
0.196,2.492,9.73,5
0.318,2.511,9.49,5
0.493,2.557,9.198,5
0.618,2.6,8.901,6
0.742,2.696,8.561,5
0.8,2.808,8.269,5
0.886,2.959,7.939,5
0.898,3.134,7.649,5
0.927,3.333,7.419,5
0.989,3.524,7.087,5
1.008,3.713,6.768,5
1.006,3.852,6.598,5
0.965,3.989,6.349,5
0.862,4.127,6.165,5
0.718,4.271,6.098,5
0.625,4.352,6.045,5
0.519,4.455,6.11,5
0.433,4.568,6.186,5
0.335,4.64,6.299,5
0.18,4.659,6.51,5
0.084,4.656,6.73,5
0.048,4.671,6.938,5
0.055,4.606,7.238,5
0.089,4.587,7.594,5
0.136,4.527,7.91,5
0.239,4.479,8.219,5
0.409,4.362,8.502,5
0.553,4.245,8.705,6
0.685,4.175,8.885,5
0.814,4.118,9.004,5
0.929,4.063,9.012,5
1.058,3.991,9.016,5
1.161,3.979,8.969,5
1.257,3.974,8.964,5
1.348,3.96,8.925,5
1.381,3.974,8.909,5
1.348,4.012,8.839,5
1.374,4.046,8.751,5
1.353,4.053,8.777,5
1.393,4.06,8.808,5
1.413,4.065,8.863,5
1.432,4.127,8.957,5
1.496,4.166,9.004,5
1.527,4.216,9.103,5
1.535,4.269,9.15,5
1.575,4.264,9.21,5
1.597,4.261,9.273,5
1.609,4.23,9.332,5
1.611,4.204,9.397,5
1.63,4.159,9.431,5
1.64,4.147,9.435,5
1.69,4.173,9.459,5
1.714,4.135,9.416,6
1.647,4.123,9.445,5
1.592,4.094,9.416,5
1.566,4.063,9.45,5
1.568,4.084,9.488,5
1.64,4.221,9.634,5
1.788,4.367,9.893,5
1.913,4.537,9.845,5
1.769,4.795,9.622,5
1.386,5.097,9.471,5
1.07,5.356,9.316,5
0.757,5.588,9.105,5
0.335,5.729,8.992,5
-0.025,5.801,8.753,5
-0.298,5.765,8.545,5
-0.557,5.681,8.528,5
-0.847,5.514,8.717,5
-1.088,5.26,8.995,5
-1.189,4.963,9.402,5
-1.187,4.57,9.998,5
-1.134,4.147,10.513,5
-1.05,3.723,11.154,5
-0.93,3.309,11.822,5
-0.748,2.978,12.354,5
-0.473,2.753,12.732,5
-0.092,2.492,13.137,6
0.23,2.325,13.436,5
0.594,2.145,13.52,5
0.905,1.985,13.374,5
1.135,1.896,13.046,5
1.377,1.968,12.498,5
1.592,2.157,11.88,5
1.599,2.341,11.298,5
1.544,2.528,10.716,5
1.444,2.753,10.218,5
1.3,2.983,9.787,5
1.149,3.22,9.318,5
1.061,3.522,8.846,5
1.003,3.783,8.399,5
0.931,4.044,8.044,5
0.795,4.319,7.783,5
0.663,4.561,7.551,5
0.61,4.786,7.362,5
0.575,4.882,7.271,5
0.567,4.901,7.228,5
0.522,4.86,7.223,5
0.531,4.712,7.233,5
0.522,4.585,7.276,5
0.522,4.405,7.398,5
0.551,4.261,7.546,6
0.558,4.108,7.714,5
0.491,3.89,7.882,5
0.512,3.677,8.159,5
0.488,3.455,8.468,5
0.421,3.237,8.789,5
0.417,3.002,9.138,5
0.397,2.87,9.553,5
0.429,2.76,9.893,5
0.426,2.679,10.221,5
0.496,2.574,10.561,5
0.519,2.463,10.764,5
0.527,2.432,10.87,5
0.546,2.416,10.896,5
0.594,2.375,10.805,5
0.606,2.437,10.618,5
0.575,2.507,10.304,5
0.56,2.672,9.862,5
0.567,2.811,9.385,5
0.567,2.897,8.82,5
0.56,3.005,8.356,5
0.615,3.112,7.925,5
0.658,3.203,7.594,5
0.627,3.352,7.302,5
0.649,3.443,7.058,6
0.62,3.531,6.797,5
0.697,3.68,6.548,5
0.723,3.787,6.356,5
0.771,3.881,6.213,5
0.833,3.953,6.098,5
0.821,4.01,6,5
0.812,4.091,5.925,5
0.807,4.18,5.969,5
0.713,4.245,6.057,5
0.618,4.336,6.191,5
0.452,4.46,6.373,5
0.232,4.568,6.572,5
-0.011,4.616,6.787,5
-0.159,4.666,7.048,5
-0.284,4.676,7.3,5
-0.375,4.678,7.506,5
-0.406,4.671,7.609,5
-0.456,4.645,7.685,5
-0.42,4.604,7.783,5
-0.346,4.534,7.934,5
-0.294,4.441,8.159,5
-0.215,4.283,8.504,5
-0.143,4.142,8.763,5
-0.097,4,8.887,5
-0.054,3.962,9.019,6
-0.006,3.955,9.182,5
0.012,4.005,9.332,5
0.033,4.094,9.33,5
-0.011,4.156,9.342,5
-0.088,4.264,9.313,5
-0.114,4.34,9.313,5
-0.193,4.429,9.364,5
-0.207,4.441,9.383,5
-0.212,4.477,9.397,5
-0.188,4.503,9.428,5
-0.14,4.537,9.457,5
-0.054,4.542,9.368,5
0.086,4.542,9.308,5
0.153,4.542,9.174,5
0.227,4.539,9.028,5
0.259,4.525,8.928,5
0.28,4.575,8.909,5
0.232,4.613,8.973,5
0.22,4.628,8.976,5
0.199,4.618,9.012,5
0.191,4.568,9.045,5
0.203,4.525,9.095,5
0.254,4.491,9.091,5
0.297,4.479,9.115,5
0.383,4.463,9.172,6
0.433,4.412,9.229,5
0.464,4.467,9.27,5
0.555,4.446,9.32,5
0.692,4.494,9.383,5
0.924,4.668,9.433,5
1.065,4.922,9.344,5
1.087,5.109,9.261,5
0.967,5.26,9.158,5
0.704,5.257,9.153,5
0.457,5.183,9.227,5
0.275,4.994,9.292,5
0.175,4.848,9.411,5
0.002,4.795,9.397,5
-0.136,4.743,9.306,5
-0.236,4.747,9.189,5
-0.365,4.74,9.103,5
-0.473,4.656,9.098,5
-0.624,4.575,9.294,5
-0.71,4.427,9.495,5
-0.739,4.247,9.83,5
-0.76,4.096,10.213,5
-0.758,3.919,10.577,5
-0.734,3.72,10.937,5
-0.669,3.546,11.303,6
-0.624,3.349,11.569,5
-0.571,3.16,11.782,5
-0.499,3.026,11.921,5
-0.485,2.935,12.035,5
-0.396,2.885,12.026,5
-0.344,2.868,11.842,5
-0.282,2.894,11.561,5
-0.267,2.978,11.09,5
-0.2,3.084,10.508,5
-0.136,3.165,9.888,5
-0.112,3.22,9.241,5
-0.14,3.227,8.727,5
-0.152,3.177,8.32,5
-0.179,3.196,7.996,5
-0.262,3.208,7.788,5
-0.272,3.268,7.577,5
-0.291,3.328,7.484,5
-0.32,3.378,7.321,5
-0.341,3.373,7.245,5
-0.332,3.316,7.295,5
-0.303,3.265,7.374,5
-0.305,3.206,7.479,5
-0.349,3.167,7.64,5
-0.473,3.186,7.915,6
-0.531,3.227,8.186,5
-0.564,3.275,8.363,5
-0.519,3.354,8.454,5
-0.471,3.366,8.466,5
-0.507,3.347,8.358,5
-0.454,3.392,8.236,5
-0.418,3.333,8.123,5
-0.416,3.299,8.056,5
-0.353,3.318,8.061,5
-0.317,3.333,8.119,5
-0.301,3.335,8.19,5
-0.255,3.354,8.32,5
-0.126,3.333,8.466,5
-0.004,3.349,8.561,5
0.079,3.325,8.629,5
0.206,3.277,8.76,5
0.311,3.265,8.911,5
0.431,3.23,9.083,5
0.551,3.198,9.184,5
0.666,3.277,9.222,5
0.737,3.256,9.196,5
0.788,3.27,9.071,5
0.855,3.352,8.923,5
0.946,3.402,8.736,5
0.948,3.467,8.557,6
0.955,3.562,8.444,5
0.955,3.689,8.336,5
0.91,3.792,8.2,5
0.874,3.871,8.152,5
0.809,3.986,8.083,5
0.723,4.108,7.982,5
0.615,4.302,7.956,5
0.517,4.46,7.949,5
0.457,4.551,7.949,5
0.421,4.621,7.977,5
0.364,4.652,8.006,5
0.409,4.68,7.987,5
0.457,4.654,8.061,5
0.524,4.637,8.231,5
0.57,4.573,8.339,5
0.639,4.534,8.439,5
0.654,4.506,8.571,5
0.634,4.463,8.736,5
0.706,4.465,8.901,5
0.79,4.451,8.933,5
0.773,4.429,8.925,5
0.821,4.405,8.889,5
0.836,4.417,8.827,5
0.833,4.431,8.736,5
0.778,4.429,8.652,6
0.745,4.487,8.571,5
0.709,4.563,8.528,5
0.618,4.606,8.585,5
0.472,4.637,8.664,5
0.419,4.618,8.801,5
0.462,4.582,8.961,5
0.548,4.57,9.122,5
0.62,4.482,9.263,5
0.74,4.436,9.409,5
0.836,4.379,9.538,5
0.953,4.372,9.636,5
1.02,4.352,9.684,5
1.063,4.309,9.718,5
1.032,4.319,9.713,5
0.984,4.3,9.749,5
0.941,4.281,9.845,5
0.903,4.326,9.917,5
0.879,4.328,10.022,5
0.859,4.324,10.067,5
0.807,4.328,10.115,5
0.757,4.357,10.151,5
0.747,4.379,10.103,5
0.78,4.429,10,5
0.881,4.412,9.905,6
1.056,4.515,9.804,5
1.266,4.664,9.665,5
1.398,4.903,9.457,5
1.482,5.056,9.249,5
1.484,5.15,9.179,5
1.515,5.119,8.858,5
1.389,5.128,8.303,5
1.106,5.171,7.807,5
0.905,5.157,7.436,5
0.725,5.214,7.099,5
0.479,5.2,7.027,5
0.256,5.09,7.266,5
0.081,4.968,7.671,5
0,4.86,8.241,5
-0.021,4.788,8.916,5
0.038,4.704,9.584,5
0.129,4.577,10.142,5
0.18,4.336,10.661,5
0.218,4.029,11.188,5
0.244,3.708,11.626,5
0.294,3.364,11.873,5
0.29,3.072,12.067,5
0.132,2.897,12.067,5
0.002,2.808,11.83,6
0.01,2.789,11.511,5
0.184,2.923,11.006,5
0.429,3.143,10.379,5
0.68,3.325,9.809,5
0.859,3.447,9.297,5
0.924,3.464,8.844,5
0.903,3.51,8.437,5
0.869,3.586,8.159,5
0.792,3.742,7.977,5
0.735,3.969,7.908,5
0.728,4.24,7.896,5
0.747,4.475,7.934,5
0.768,4.597,7.973,5
0.745,4.683,8.001,5
0.759,4.661,8.071,5
0.785,4.568,8.097,5
0.838,4.441,8.131,5
0.824,4.333,8.284,5
0.814,4.242,8.418,5
0.883,4.135,8.557,5
0.912,4.056,8.645,5
0.891,3.979,8.76,5
0.792,3.883,8.928,5
0.701,3.802,9.155,6
0.618,3.701,9.292,5
0.577,3.613,9.531,5
0.467,3.522,9.687,5
0.383,3.428,9.773,5
0.314,3.364,9.945,5
0.254,3.251,10.032,5
0.242,3.155,10.111,5
0.201,3.117,10.142,5
0.268,3.038,10.166,5
0.338,3.002,10.082,5
0.402,2.957,9.984,5
0.479,2.935,9.811,5
0.503,2.959,9.62,5
0.51,3.028,9.388,5
0.474,3.081,9.112,5
0.44,3.189,8.822,5
0.436,3.311,8.566,5
0.405,3.431,8.31,5
0.378,3.522,8.092,5
0.338,3.625,7.896,5
0.266,3.74,7.623,5
0.27,3.804,7.41,5
0.251,3.914,7.194,5
0.239,4.032,6.991,5
0.261,4.12,6.768,6
0.302,4.216,6.555,5
0.314,4.249,6.443,5
0.287,4.336,6.491,5
0.256,4.34,6.579,5
0.28,4.379,6.639,5
0.278,4.47,6.632,5
0.227,4.549,6.61,5
0.16,4.558,6.601,5
0.122,4.589,6.617,5
0.105,4.566,6.658,5
0.12,4.539,6.749,5
0.11,4.501,6.919,5
0.136,4.494,7.118,5
0.18,4.487,7.451,5
0.211,4.367,7.805,5
0.266,4.348,8.032,5
0.373,4.281,8.169,5
0.474,4.266,8.32,5
0.596,4.206,8.442,5
0.711,4.182,8.439,5
0.766,4.147,8.466,5
0.819,4.161,8.473,5
0.852,4.211,8.466,5
0.814,4.249,8.427,5
0.761,4.305,8.485,6
0.706,4.314,8.542,5
0.582,4.367,8.624,5
0.46,4.436,8.736,5
0.44,4.455,8.734,5
0.486,4.527,8.839,5
0.563,4.549,8.894,5
0.563,4.566,8.93,5
0.555,4.527,8.911,5
0.589,4.443,9.009,5
0.668,4.379,9.131,5
0.721,4.384,9.344,5
0.792,4.307,9.557,5
0.919,4.245,9.785,5
1.017,4.187,9.981,5
1.061,4.115,10.144,5
1.006,4.036,10.292,5
0.994,4.029,10.336,5
1.051,4.034,10.448,5
1.046,4.015,10.436,5
0.938,4.039,10.573,5
0.919,4.032,10.668,5
0.893,3.981,10.594,5
0.871,4.08,10.496,5
0.888,4.221,10.336,6
0.91,4.348,10.199,5
1.061,4.52,10.197,5
1.331,4.642,10.211,5
1.537,4.865,10.087,5
1.592,5.131,9.912,5
1.583,5.243,9.634,5
1.499,5.308,9.297,5
1.278,5.353,8.925,5
0.962,5.351,8.629,5
0.577,5.36,8.344,5
0.201,5.423,8.02,5
-0.114,5.483,7.855,5
-0.274,5.573,7.783,5
-0.406,5.684,7.688,5
-0.492,5.741,7.606,5
-0.768,5.746,7.68,5
-0.995,5.626,7.776,5
-1.1,5.377,8.147,5
-1.151,5.049,8.648,5
-1.139,4.721,9.107,5
-1.098,4.376,9.51,5
-1.031,4.056,9.783,5
-0.911,3.945,10.065,5
-0.689,3.862,10.331,6
-0.487,3.699,10.355,5
-0.337,3.584,10.197,5
-0.191,3.459,10.055,5
-0.095,3.409,9.826,5
-0.004,3.457,9.512,5
0.079,3.531,9.119,5
0.156,3.689,8.717,5
0.225,3.921,8.365,5
0.256,4.149,8.138,5
0.22,4.314,7.953,5
0.144,4.472,7.74,5
0.033,4.592,7.551,5
-0.071,4.666,7.388,5
-0.169,4.771,7.228,5
-0.215,4.872,7.079,5
-0.224,4.965,6.888,5
-0.26,5.107,6.751,5
-0.349,5.188,6.649,5
-0.49,5.214,6.584,5
-0.619,5.198,6.581,5
-0.679,5.099,6.79,5
-0.708,4.963,7.082,5
-0.703,4.812,7.436,5
-0.634,4.637,7.896,6
-0.557,4.446,8.32,5
-0.499,4.29,8.693,5
-0.411,4.13,9.026,5
-0.363,3.969,9.268,5
-0.279,3.838,9.438,5
-0.193,3.766,9.567,5
-0.116,3.639,9.627,5
-0.052,3.601,9.562,5
-0.009,3.627,9.39,5
-0.001,3.634,9.201,5
-0.001,3.637,8.969,5
0.038,3.723,8.806,5
0.105,3.797,8.703,5
0.184,3.886,8.631,5
0.259,3.974,8.65,5
0.321,4.027,8.746,5
0.381,4.099,8.808,5
0.45,4.142,8.837,5
0.515,4.197,8.77,5
0.632,4.211,8.578,5
0.78,4.204,8.363,5
0.886,4.226,8.224,5
0.979,4.261,8.08,5
1.044,4.252,7.939,6
1.087,4.273,7.726,5
1.07,4.326,7.515,5
0.991,4.419,7.388,5
0.838,4.487,7.364,5
0.761,4.625,7.419,5
0.697,4.745,7.463,5
0.632,4.865,7.57,5
0.517,4.958,7.654,5
0.361,5.049,7.678,5
0.251,5.09,7.74,5
0.096,5.198,7.805,5
-0.009,5.272,7.929,5
-0.15,5.358,8.035,5
-0.265,5.425,8.087,5
-0.334,5.487,8.265,5
-0.382,5.502,8.36,5
-0.385,5.542,8.427,5
-0.361,5.54,8.439,5
-0.337,5.526,8.363,5
-0.193,5.485,8.293,5
-0.059,5.339,8.241,5
0.129,5.169,8.174,5
0.316,5.049,8.147,5
0.488,4.944,8.049,6
0.721,4.805,7.996,5
0.876,4.702,8.018,5
1.006,4.616,8.013,5
1.07,4.566,7.956,5
1.166,4.561,7.951,5
1.271,4.546,8.032,5
1.271,4.561,8.109,5
1.221,4.582,8.169,5
1.209,4.585,8.178,5
1.156,4.616,8.15,5
1.087,4.64,8.188,5
